Date,Adj Close
2019-06-01,11.341470718383789
2019-07-01,11.121676445007324
2019-08-01,10.849127769470215
2019-09-01,11.148052215576172
2019-10-01,11.508517265319824
2019-11-01,11.631603240966797
2019-12-01,11.772273063659668
2020-01-01,11.732086181640625
2020-02-01,10.953568458557129
2020-03-01,9.278848648071289
2020-04-01,9.957788467407227
2020-05-01,10.374205589294434
2020-06-01,10.835884094238281
2020-07-01,11.279458999633789
2020-08-01,11.759243965148926
2020-09-01,11.514824867248535
2020-10-01,11.252302169799805
2020-11-01,12.709759712219238
2020-12-01,13.189543724060059
2021-01-01,13.44037914276123
2021-02-01,13.707529067993164
2021-03-01,13.910194396972656
2021-04-01,14.287888526916504
2021-05-01,14.748490333557129
2021-06-01,14.665581703186035
2021-07-01,14.426068305969238
2021-08-01,14.674793243408203
2021-09-01,14.158919334411621
2021-10-01,14.545825004577637
2021-11-01,13.937829971313477
2021-12-01,14.085222244262695
2022-01-01,14.091808319091797
2022-02-01,13.628387451171875
2022-03-01,13.581099510192871
2022-04-01,12.711000442504883
2022-05-01,12.928525924682617
2022-06-01,11.86927604675293
2022-07-01,12.266494750976562
2022-08-01,11.765241622924805
2022-09-01,10.592500686645508
2022-10-01,10.970805168151855
2022-11-01,12.484018325805664
2022-12-01,11.86927604675293
2023-01-01,13.221271514892578
2023-02-01,12.667959213256836
2023-03-01,13.036834716796875
2023-04-01,13.279516220092773
2023-05-01,12.80385971069336
2023-06-01,13.376587867736816
2023-07-01,13.871657371520996
2023-08-01,13.250393867492676
2023-09-01,12.80385971069336
2023-10-01,12.367033958435059
2023-11-01,13.405710220336914
2023-12-01,13.667805671691895
2024-01-01,13.850000381469727
2024-02-01,14.289999961853027
2024-03-01,14.739999771118164
2024-04-01,14.40999984741211
2024-05-01,14.890000343322754
