Date,Adj Close
2019-06-01,23.322254180908203
2019-07-01,23.138200759887695
2019-08-01,22.15658187866211
2019-09-01,22.770090103149414
2019-10-01,23.541366577148438
2019-11-01,23.979591369628906
2019-12-01,24.619396209716797
2020-01-01,24.24627685546875
2020-02-01,22.415014266967773
2020-03-01,18.13309097290039
2020-04-01,19.856632232666016
2020-05-01,20.718402862548828
2020-06-01,21.38268280029297
2020-07-01,22.06492042541504
2020-08-01,23.267810821533203
2020-09-01,22.98952865600586
2020-10-01,22.693296432495117
2020-11-01,25.951866149902344
2020-12-01,27.495868682861328
2021-01-01,27.676748275756836
2021-02-01,28.85371208190918
2021-03-01,29.768123626708984
2021-04-01,30.736852645874023
2021-05-01,31.63315200805664
2021-06-01,31.026565551757812
2021-07-01,31.289119720458984
2021-08-01,31.868555068969727
2021-09-01,31.08994483947754
2021-10-01,31.732746124267578
2021-11-01,30.14836883544922
2021-12-01,29.24301528930664
2022-01-01,30.532100677490234
2022-02-01,29.684795379638672
2022-03-01,29.285493850708008
2022-04-01,27.746715545654297
2022-05-01,28.12653923034668
2022-06-01,25.58463478088379
2022-07-01,26.37350082397461
2022-08-01,25.097681045532227
2022-09-01,22.43890380859375
2022-10-01,23.792638778686523
2022-11-01,26.295589447021484
2022-12-01,26.03263282775879
2023-01-01,28.255374908447266
2023-02-01,27.99057388305664
2023-03-01,28.44171714782715
2023-04-01,28.73594093322754
2023-05-01,28.09845542907715
2023-06-01,28.883054733276367
2023-07-01,30.010915756225586
2023-08-01,29.108627319335938
2023-09-01,28.108264923095703
2023-10-01,26.931364059448242
2023-11-01,29.29496955871582
2023-12-01,30.756284713745117
2024-01-01,30.950000762939453
2024-02-01,31.360000610351562
2024-03-01,32.34000015258789
2024-04-01,31.59000015258789
2024-05-01,32.81999969482422
