Date,Adj Close
2019-06-01,11.345067977905273
2019-07-01,11.24840259552002
2019-08-01,10.773860931396484
2019-09-01,10.967191696166992
2019-10-01,11.283554077148438
2019-11-01,11.345067977905273
2019-12-01,11.810821533203125
2020-01-01,11.726229667663574
2020-02-01,11.283560752868652
2020-03-01,9.268961906433105
2020-04-01,9.946517944335938
2020-05-01,10.47952938079834
2020-06-01,11.238390922546387
2020-07-01,11.979185104370117
2020-08-01,12.26827621459961
2020-09-01,12.078558921813965
2020-10-01,12.27730941772461
2020-11-01,13.370431900024414
2020-12-01,14.084125518798828
2021-01-01,14.553576469421387
2021-02-01,14.599311828613281
2021-03-01,14.388920783996582
2021-04-01,14.571869850158691
2021-05-01,14.818851470947266
2021-06-01,14.983504295349121
2021-07-01,14.178529739379883
2021-08-01,14.40721607208252
2021-09-01,13.867517471313477
2021-10-01,14.004729270935059
2021-11-01,13.437586784362793
2021-12-01,13.254639625549316
2022-01-01,13.248023986816406
2022-02-01,12.286398887634277
2022-03-01,11.968968391418457
2022-04-01,11.250083923339844
2022-05-01,11.343445777893066
2022-06-01,10.56854248046875
2022-07-01,10.661905288696289
2022-08-01,10.615224838256836
2022-09-01,9.560235977172852
2022-10-01,9.448203086853027
2022-11-01,10.671241760253906
2022-12-01,10.204432487487793
2023-01-01,11.286428451538086
2023-02-01,10.653006553649902
2023-03-01,10.854549407958984
2023-04-01,10.902535438537598
2023-05-01,10.729784965515137
2023-06-01,11.18085765838623
2023-07-01,11.718306541442871
2023-08-01,11.209650039672852
2023-09-01,10.883341789245605
2023-10-01,10.662603378295898
2023-11-01,11.449583053588867
2023-12-01,11.603139877319336
2024-01-01,11.600846290588379
2024-02-01,12.046651840209961
2024-03-01,12.35376262664795
2024-04-01,12.284414291381836
2024-05-01,12.5122709274292
