Date,Adj Close
2019-06-01,36.05944061279297
2019-07-01,35.37957000732422
2019-08-01,34.68225860595703
2019-09-01,35.72822189331055
2019-10-01,36.948509216308594
2019-11-01,37.40175247192383
2019-12-01,37.44533920288086
2020-01-01,37.58897399902344
2020-02-01,34.71615982055664
2020-03-01,29.688735961914062
2020-04-01,31.609928131103516
2020-05-01,33.26179504394531
2020-06-01,34.3750114440918
2020-07-01,35.08424377441406
2020-08-01,36.83485794067383
2020-09-01,36.01790237426758
2020-10-01,34.57251739501953
2020-11-01,39.73460388183594
2020-12-01,40.94657897949219
2021-01-01,41.212005615234375
2021-02-01,42.144901275634766
2021-03-01,43.16010665893555
2021-04-01,44.358238220214844
2021-05-01,46.104434967041016
2021-06-01,45.44449996948242
2021-07-01,45.82946014404297
2021-08-01,46.626895904541016
2021-09-01,45.05952835083008
2021-10-01,46.42524719238281
2021-11-01,44.417911529541016
2021-12-01,45.178680419921875
2022-01-01,44.72850799560547
2022-02-01,43.332515716552734
2022-03-01,43.37968063354492
2022-04-01,40.52165222167969
2022-05-01,41.30454635620117
2022-06-01,37.56930923461914
2022-07-01,39.49352264404297
2022-08-01,37.22974395751953
2022-09-01,33.71145248413086
2022-10-01,35.71112823486328
2022-11-01,40.606544494628906
2022-12-01,38.85211944580078
2023-01-01,43.26438903808594
2023-02-01,42.005859375
2023-03-01,43.3031120300293
2023-04-01,44.493873596191406
2023-05-01,42.75129699707031
2023-06-01,44.68749237060547
2023-07-01,45.9169807434082
2023-08-01,44.18408203125
2023-09-01,42.596397399902344
2023-10-01,41.22169876098633
2023-11-01,44.745582580566406
2023-12-01,45.83953094482422
2024-01-01,47.00972366333008
2024-02-01,48.29507064819336
2024-03-01,49.90922164916992
2024-04-01,48.20539474487305
2024-05-01,50.2400016784668
